File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Block Ordering;Random guess;Random distance;Random hit;Predictor guess;Predictor distance;Predictor hit;Profile guess;Profile distance;Profile hit;Benchmark link
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c;0;11;14;0;33;"7;15;16;9;12;9_15.ce;0;18;19;6;4";"7;18;19;12;4;9_15.ce;16;0;15;6;9";28;0,4909;"7;15;16;9;12;9_15.ce;0;19;18;4;6";2;0,9636;"7;15;16;9;12;9_15.ce;0;18;19;6;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c;1;11;14;0;33;"7;15;16;9;12;9_15.ce;0;18;19;6;4";"7;18;19;12;4;9_15.ce;16;0;15;6;9";28;0,4909;"7;15;16;9;12;9_15.ce;0;19;18;4;6";2;0,9636;"7;15;16;9;12;9_15.ce;0;18;19;6;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c;2;11;14;0;33;"7;15;16;9;12;9_15.ce;0;18;19;6;4";"7;18;19;12;4;9_15.ce;16;0;15;6;9";28;0,4909;"7;15;16;9;12;9_15.ce;0;19;18;4;6";2;0,9636;"7;15;16;9;12;9_15.ce;0;18;19;6;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c
extr_darknetexamplesgo.c_flip_board.c;0;5;6;1;362;"1;2;23;0;25";"23;2;25;0;1";6;0,4000;"1;2;23;0;25";0;1,0000;"1;2;23;0;25";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetexamplesgo.c_flip_board.c
extr_darknetsrcblas.c_axpy_cpu.c;0;5;6;1;256;"6;17;7;0;19";"17;7;19;0;6";5;0,5000;"6;17;7;0;19";0;1,0000;"6;17;7;0;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_axpy_cpu.c
extr_darknetsrcblas.c_axpy_cpu.c;1;5;6;1;11;"6;17;7;0;19";"17;7;19;0;6";5;0,5000;"6;17;7;0;19";0;1,0000;"6;17;7;0;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_axpy_cpu.c
extr_darknetsrcblas.c_axpy_cpu.c;2;5;6;0;1;"0;19;6;17;7";"17;7;19;0;6";7;0,3000;"6;17;7;0;19";6;0,4000;"6;17;7;0;19";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_axpy_cpu.c
extr_darknetsrcblas.c_const_cpu.c;0;5;6;1;11;"4;5;9;0;11";"9;5;11;0;4";6;0,4000;"4;5;9;0;11";0;1,0000;"4;5;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_const_cpu.c
extr_darknetsrcblas.c_copy_cpu.c;0;5;6;1;256;"5;14;6;0;16";"14;6;16;0;5";5;0,5000;"5;14;6;0;16";0;1,0000;"5;14;6;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_copy_cpu.c
extr_darknetsrcblas.c_copy_cpu.c;1;5;6;1;11;"5;14;6;0;16";"14;6;16;0;5";5;0,5000;"5;14;6;0;16";0;1,0000;"5;14;6;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_copy_cpu.c
extr_darknetsrcblas.c_copy_cpu.c;2;5;6;0;1;"0;16;5;14;6";"14;6;16;0;5";7;0,3000;"5;14;6;0;16";6;0,4000;"5;14;6;0;16";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_copy_cpu.c
extr_darknetsrcblas.c_dot_cpu.c;0;5;6;1;256;"6;17;7;0;19";"17;7;19;0;6";5;0,5000;"6;17;7;0;19";0;1,0000;"6;17;7;0;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_dot_cpu.c
extr_darknetsrcblas.c_dot_cpu.c;1;5;6;1;11;"6;17;7;0;19";"17;7;19;0;6";5;0,5000;"6;17;7;0;19";0;1,0000;"6;17;7;0;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_dot_cpu.c
extr_darknetsrcblas.c_dot_cpu.c;2;5;6;0;1;"0;19;6;17;7";"17;7;19;0;6";7;0,3000;"6;17;7;0;19";6;0,4000;"6;17;7;0;19";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_dot_cpu.c
extr_darknetsrcblas.c_fill_cpu.c;0;5;6;1;11;"4;5;9;0;11";"9;5;11;0;4";6;0,4000;"4;5;9;0;11";0;1,0000;"4;5;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_fill_cpu.c
extr_darknetsrcblas.c_l2_cpu.c;0;5;6;1;256;"5;19;6;0;21";"19;6;21;0;5";5;0,5000;"5;19;6;0;21";0;1,0000;"5;19;6;0;21";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_l2_cpu.c
extr_darknetsrcblas.c_l2_cpu.c;1;5;6;1;11;"5;19;6;0;21";"19;6;21;0;5";5;0,5000;"5;19;6;0;21";0;1,0000;"5;19;6;0;21";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_l2_cpu.c
extr_darknetsrcblas.c_l2_cpu.c;2;5;6;0;1;"0;21;5;19;6";"19;6;21;0;5";7;0,3000;"5;19;6;0;21";6;0,4000;"5;19;6;0;21";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_l2_cpu.c
extr_darknetsrcblas.c_mul_cpu.c;0;5;6;1;256;"5;16;6;0;18";"16;6;18;0;5";5;0,5000;"5;16;6;0;18";0;1,0000;"5;16;6;0;18";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mul_cpu.c
extr_darknetsrcblas.c_mul_cpu.c;1;5;6;1;11;"5;16;6;0;18";"16;6;18;0;5";5;0,5000;"5;16;6;0;18";0;1,0000;"5;16;6;0;18";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mul_cpu.c
extr_darknetsrcblas.c_mul_cpu.c;2;5;6;0;1;"0;18;5;16;6";"16;6;18;0;5";7;0,3000;"5;16;6;0;18";6;0,4000;"5;16;6;0;18";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mul_cpu.c
extr_darknetsrcblas.c_mult_add_into_cpu.c;0;5;6;1;256;"4;16;5;0;18";"16;5;18;0;4";5;0,5000;"4;16;5;0;18";0;1,0000;"4;16;5;0;18";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mult_add_into_cpu.c
extr_darknetsrcblas.c_mult_add_into_cpu.c;1;5;6;1;11;"4;16;5;0;18";"16;5;18;0;4";5;0,5000;"4;16;5;0;18";0;1,0000;"4;16;5;0;18";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mult_add_into_cpu.c
extr_darknetsrcblas.c_mult_add_into_cpu.c;2;5;6;0;1;"0;18;4;16;5";"16;5;18;0;4";7;0,3000;"4;16;5;0;18";6;0,4000;"4;16;5;0;18";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mult_add_into_cpu.c
extr_darknetsrcblas.c_scal_cpu.c;0;5;6;1;11;"4;11;5;0;13";"11;5;13;0;4";5;0,5000;"4;11;5;0;13";0;1,0000;"4;11;5;0;13";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_scal_cpu.c
extr_darknetsrcblas.c_weighted_delta_cpu.c;0;11;14;0;256;"8;11;22;24;36;51;9;0;53;22_36.ce;9_22.ce";"9_22.ce;51;53;22_36.ce;8;22;36;0;24;9;11";37;0,3273;"8;22;36;51;9;11;24;22_36.ce;9_22.ce;0;53";11;0,8000;"8;11;22;24;36;51;9;0;53;22_36.ce;9_22.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_delta_cpu.c
extr_darknetsrcblas.c_weighted_delta_cpu.c;1;11;14;0;11;"8;11;22;24;36;51;9;0;53;22_36.ce;9_22.ce";"9_22.ce;51;53;22_36.ce;8;22;36;0;24;9;11";37;0,3273;"8;22;36;51;9;11;24;22_36.ce;9_22.ce;0;53";11;0,8000;"8;11;22;24;36;51;9;0;53;22_36.ce;9_22.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_delta_cpu.c
extr_darknetsrcblas.c_weighted_delta_cpu.c;2;11;14;0;1;"0;53;8;11;22;22_36.ce;24;36;51;9;9_22.ce";"9_22.ce;51;53;22_36.ce;8;22;36;0;24;9;11";31;0,4364;"8;22;36;51;9;11;24;22_36.ce;9_22.ce;0;53";29;0,4727;"8;11;22;24;36;51;9;0;53;22_36.ce;9_22.ce";18;0,6727;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_delta_cpu.c
extr_darknetsrcblas.c_weighted_sum_cpu.c;0;8;10;0;256;"5;18;23;29;6;0;31;22";"6;18;0;23;22;29;31;5";14;0,5000;"5;23;29;6;18;22;0;31";5;0,8214;"5;18;23;29;6;0;31;22";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_sum_cpu.c
extr_darknetsrcblas.c_weighted_sum_cpu.c;1;8;10;0;11;"5;18;23;29;6;0;31;22";"6;18;0;23;22;29;31;5";14;0,5000;"5;23;29;6;18;22;0;31";5;0,8214;"5;18;23;29;6;0;31;22";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_sum_cpu.c
extr_darknetsrcblas.c_weighted_sum_cpu.c;2;8;10;0;1;"0;31;5;18;22;23;29;6";"6;18;0;23;22;29;31;5";17;0,3929;"5;23;29;6;18;22;0;31";18;0,3571;"5;18;23;29;6;0;31;22";13;0,5357;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_sum_cpu.c
extr_darknetsrcconvolutional_layer.c_binarize_cpu.c;0;5;6;1;256;"3;14;4;0;16";"14;4;16;0;3";5;0,5000;"3;14;4;0;16";0;1,0000;"3;14;4;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcconvolutional_layer.c_binarize_cpu.c
extr_darknetsrcconvolutional_layer.c_binarize_cpu.c;1;5;6;1;11;"3;14;4;0;16";"14;4;16;0;3";5;0,5000;"3;14;4;0;16";0;1,0000;"3;14;4;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcconvolutional_layer.c_binarize_cpu.c
extr_darknetsrcconvolutional_layer.c_binarize_cpu.c;2;5;6;0;1;"0;16;3;14;4";"14;4;16;0;3";7;0,3000;"3;14;4;0;16";6;0,4000;"3;14;4;0;16";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcconvolutional_layer.c_binarize_cpu.c
extr_darknetsrcdata.c_load_rle.c;0;13;16;0;1;"0;25;26;43;6;13;19;21;23;36;41;7;8";"8;26;36;21;6;19;25;0;43;7;13;41;23";40;0,4872;"8;13;19;26;6;21;23;36;41;7;0;25;43";42;0,4615;"0;25;26;43;6;13;19;21;23;36;41;7;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcdata.c_load_rle.c
extr_darknetsrcgemm.c_gemm_bin.c;0;20;25;0;16646400;"24;26;38;14;16;23;40;59;60;12;13;62;63;0;65;41;42;44;56;58";"13;40;0;58;16;63;26;42;14;38;60;44;56;62;23;24;41;65;59;12";97;0,4895;"24;26;38;42;44;56;14;16;59;60;23;40;41;58;12;13;62;63;0;65";55;0,7105;"24;26;38;14;16;23;40;59;60;12;13;62;63;0;65;41;42;44;56;58";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_bin.c
extr_darknetsrcgemm.c_gemm_bin.c;1;20;25;0;1100;"24;26;38;14;16;23;40;59;60;12;13;62;63;0;65;41;42;44;56;58";"13;40;0;58;16;63;26;42;14;38;60;44;56;62;23;24;41;65;59;12";97;0,4895;"24;26;38;42;44;56;14;16;59;60;23;40;41;58;12;13;62;63;0;65";55;0,7105;"24;26;38;14;16;23;40;59;60;12;13;62;63;0;65;41;42;44;56;58";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_bin.c
extr_darknetsrcgemm.c_gemm_bin.c;2;20;25;0;1;"0;12;65;13;14;16;23;24;26;38;40;41;42;44;56;58;59;60;62;63";"13;40;0;58;16;63;26;42;14;38;60;44;56;62;23;24;41;65;59;12";91;0,5211;"24;26;38;42;44;56;14;16;59;60;23;40;41;58;12;13;62;63;0;65";95;0,5000;"24;26;38;14;16;23;40;59;60;12;13;62;63;0;65;41;42;44;56;58";72;0,6211;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_bin.c
extr_darknetsrcgemm.c_gemm_nn.c;0;13;16;1;16646400;"23;25;37;14;16;39;40;12;13;42;43;0;45";"14;40;42;25;12;23;39;0;45;13;16;43;37";34;0,5641;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nn.c
extr_darknetsrcgemm.c_gemm_nn.c;1;13;16;1;1100;"23;25;37;14;16;39;40;12;13;42;43;0;45";"14;40;42;25;12;23;39;0;45;13;16;43;37";34;0,5641;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nn.c
extr_darknetsrcgemm.c_gemm_nn.c;2;13;16;0;1;"0;12;45;13;14;16;23;25;37;39;40;42;43";"14;40;42;25;12;23;39;0;45;13;16;43;37";39;0,5000;"23;25;37;14;16;39;40;12;13;42;43;0;45";41;0,4744;"23;25;37;14;16;39;40;12;13;42;43;0;45";41;0,4744;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nn.c
extr_darknetsrcgemm.c_gemm_nt.c;0;13;16;1;16646400;"18;20;33;15;17;35;42;13;14;44;45;0;47";"15;42;44;20;13;18;35;0;47;14;17;45;33";34;0,5641;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nt.c
extr_darknetsrcgemm.c_gemm_nt.c;1;13;16;1;1100;"18;20;33;15;17;35;42;13;14;44;45;0;47";"15;42;44;20;13;18;35;0;47;14;17;45;33";34;0,5641;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nt.c
extr_darknetsrcgemm.c_gemm_nt.c;2;13;16;0;1;"0;13;47;14;15;17;18;20;33;35;42;44;45";"15;42;44;20;13;18;35;0;47;14;17;45;33";39;0,5000;"18;20;33;15;17;35;42;13;14;44;45;0;47";41;0,4744;"18;20;33;15;17;35;42;13;14;44;45;0;47";41;0,4744;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nt.c
extr_darknetsrcgemm.c_gemm_tn.c;0;13;16;1;16646400;"23;25;37;14;16;39;40;12;13;42;43;0;45";"14;40;42;25;12;23;39;0;45;13;16;43;37";34;0,5641;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tn.c
extr_darknetsrcgemm.c_gemm_tn.c;1;13;16;1;1100;"23;25;37;14;16;39;40;12;13;42;43;0;45";"14;40;42;25;12;23;39;0;45;13;16;43;37";34;0,5641;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;"23;25;37;14;16;39;40;12;13;42;43;0;45";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tn.c
extr_darknetsrcgemm.c_gemm_tn.c;2;13;16;0;1;"0;12;45;13;14;16;23;25;37;39;40;42;43";"14;40;42;25;12;23;39;0;45;13;16;43;37";39;0,5000;"23;25;37;14;16;39;40;12;13;42;43;0;45";41;0,4744;"23;25;37;14;16;39;40;12;13;42;43;0;45";41;0,4744;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tn.c
extr_darknetsrcgemm.c_gemm_tt.c;0;13;16;1;16646400;"18;20;33;15;17;35;42;13;14;44;45;0;47";"15;42;44;20;13;18;35;0;47;14;17;45;33";34;0,5641;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tt.c
extr_darknetsrcgemm.c_gemm_tt.c;1;13;16;1;1100;"18;20;33;15;17;35;42;13;14;44;45;0;47";"15;42;44;20;13;18;35;0;47;14;17;45;33";34;0,5641;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;"18;20;33;15;17;35;42;13;14;44;45;0;47";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tt.c
extr_darknetsrcgemm.c_gemm_tt.c;2;13;16;0;1;"0;13;47;14;15;17;18;20;33;35;42;44;45";"15;42;44;20;13;18;35;0;47;14;17;45;33";39;0,5000;"18;20;33;15;17;35;42;13;14;44;45;0;47";41;0,4744;"18;20;33;15;17;35;42;13;14;44;45;0;47";41;0,4744;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tt.c
extr_darknetsrcutils.c_int_index.c;0;8;10;0;11;"4;11;12;5;0;14;15;10";"5;10;0;12;11;14;15;4";17;0,3929;"4;5;11;12;0;15;14;10";3;0,8929;"4;11;12;5;0;14;15;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_int_index.c
extr_darknetsrcutils.c_max_index.c;0;11;14;0;10;"10;12;12_21.ce;21;22;0;24;25;7;17;6";"10;24;25;17;6;12_21.ce;22;0;21;7;12";29;0,4727;"10;12;21;22;12_21.ce;17;0;25;24;6;7";8;0,8545;"10;12;12_21.ce;21;22;0;24;25;7;17;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_max_index.c
extr_darknetsrcutils.c_max_int_index.c;0;11;14;0;10;"10;12;12_21.ce;21;22;0;24;25;7;17;6";"10;24;25;17;6;12_21.ce;22;0;21;7;12";29;0,4727;"10;12;21;22;12_21.ce;17;0;25;24;6;7";8;0,8545;"10;12;12_21.ce;21;22;0;24;25;7;17;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_max_int_index.c
extr_darknetsrcutils.c_scale_array.c;0;5;6;1;11;"3;4;9;0;11";"9;4;11;0;3";6;0,4000;"3;4;9;0;11";0;1,0000;"3;4;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_scale_array.c
extr_darknetsrcutils.c_sum_array.c;0;5;6;1;11;"3;4;9;0;11";"9;4;11;0;3";6;0,4000;"3;4;9;0;11";0;1,0000;"3;4;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_sum_array.c
extr_darknetsrcutils.c_top_k.c;0;19;24;0;65280;"17;19;41;42;19_35.ce;35;24;24_41.ce;14;7;11;16;44;45;8;0;13;47;24_35.ce";"11;19_35.ce;24;42;7;14;19;47;24_35.ce;44;13;45;35;17;24_41.ce;16;8;41;0";77;0,5497;"17;19;41;42;35;24;19_35.ce;24_35.ce;24_41.ce;14;7;11;16;44;45;8;0;13;47";13;0,9240;"17;19;41;42;19_35.ce;35;24;24_41.ce;14;7;11;16;44;45;8;0;13;47;24_35.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_top_k.c
extr_darknetsrcutils.c_top_k.c;1;19;24;0;110;"17;19;41;42;19_35.ce;35;24;24_41.ce;14;7;11;16;44;45;8;0;13;47;24_35.ce";"11;19_35.ce;24;42;7;14;19;47;24_35.ce;44;13;45;35;17;24_41.ce;16;8;41;0";77;0,5497;"17;19;41;42;35;24;19_35.ce;24_35.ce;24_41.ce;14;7;11;16;44;45;8;0;13;47";13;0,9240;"17;19;41;42;19_35.ce;35;24;24_41.ce;14;7;11;16;44;45;8;0;13;47;24_35.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_top_k.c
extr_darknetsrcutils.c_top_k.c;2;19;24;0;1;"0;13;14;47;7;11;16;17;19;19_35.ce;24;24_35.ce;24_41.ce;35;41;42;44;45;8";"11;19_35.ce;24;42;7;14;19;47;24_35.ce;44;13;45;35;17;24_41.ce;16;8;41;0";76;0,5556;"17;19;41;42;35;24;19_35.ce;24_35.ce;24_41.ce;14;7;11;16;44;45;8;0;13;47";98;0,4269;"17;19;41;42;19_35.ce;35;24;24_41.ce;14;7;11;16;44;45;8;0;13;47;24_35.ce";93;0,4561;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_top_k.c
extr_darknetsrcutils.c_translate_array.c;0;5;6;1;11;"3;4;9;0;11";"9;4;11;0;3";6;0,4000;"3;4;9;0;11";0;1,0000;"3;4;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_translate_array.c
extr_darwin-xnubsdnetinet6in6.c_in6_mask2len.c;0;39;51;0;2;"29;31;0;13;15;16;18;21;26;28;36;37;38;40;41;43;45;50;66;7;7_13.ce;0_13.ce;22;23;26.le;26_41.ce;40.le;41_63.ce;43_51.ce;45_51.ce;51;53;55;58;59;60;62;63;7_15.ce";"7_15.ce;21;40.le;41_63.ce;0_13.ce;45;43_51.ce;45_51.ce;26.le;29;7_13.ce;31;51;41;23;15;50;26_41.ce;0;59;28;22;38;16;40;66;37;13;43;7;26;53;62;36;18;60;63;58;55";360;0,5142;"16;18;22;23;29;31;37;38;53;55;59;60;0;15;26;41;66;13;63;7;26.le;26_41.ce;28;40;41_63.ce;43;21;0_13.ce;45;7_13.ce;7_15.ce;51;40.le;36;50;43_51.ce;62;58;45_51.ce";256;0,6545;"29;31;0;13;15;16;18;21;26;28;36;37;38;40;41;43;45;50;66;7;7_13.ce;0_13.ce;22;23;26.le;26_41.ce;40.le;41_63.ce;43_51.ce;45_51.ce;51;53;55;58;59;60;62;63;7_15.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6in6.c_in6_mask2len.c
extr_darwin-xnubsdnetinet6in6.c_in6_matchlen.c;0;11;14;0;17;"5;21;23;7;0;24;24.le;14;15;17;20";"14;24.le;24;20;5;17;23;0;21;7;15";33;0,4000;"5;15;7;17;21;23;0;24;24.le;14;20";15;0,7273;"5;21;23;7;0;24;24.le;14;15;17;20";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6in6.c_in6_matchlen.c
extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c;0;17;23;0;9;"23;26;31;0;10;14;14_19.ce;19;22;32;33;8;10_19.ce;18;30;7;8_22.ce";"8_22.ce;19;22;32;7;10_19.ce;18;0;26;33;10;31;30;14_19.ce;23;14;8";85;0,3750;"23;26;31;0;33;8;22;10;7;19;32;30;8_22.ce;10_19.ce;14;14_19.ce;18";37;0,7279;"23;26;31;0;10;14;14_19.ce;19;22;32;33;8;10_19.ce;18;30;7;8_22.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c
extr_darwin-xnubsdnetinet6ip6_id.c_pmod.c;0;7;9;1;8;"5;12;6;6_12.ce;9;0;16";"6_12.ce;6;9;16;5;12;0";10;0,5238;"5;12;6;6_12.ce;9;0;16";0;1,0000;"5;12;6;6_12.ce;9;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6ip6_id.c_pmod.c
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;0;17;23;0;11;"3;5;11;12;0;10;14;24;30;35;44;14.le;16;18;19;29;39";"10;18;19;39;3;12;16;0;29;44;11;35;30;14;24;14.le;5";80;0,4118;"3;5;11;12;0;14;44;24;14.le;10;30;16;19;29;35;39;18";15;0,8897;"3;5;11;12;0;10;14;24;30;35;44;14.le;16;18;19;29;39";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;1;17;23;0;11;"3;5;11;12;0;10;14;24;30;35;44;14.le;16;18;19;29;39";"10;18;19;39;3;12;16;0;29;44;11;35;30;14;24;14.le;5";80;0,4118;"3;5;11;12;0;14;44;24;14.le;10;30;16;19;29;35;39;18";15;0,8897;"3;5;11;12;0;10;14;24;30;35;44;14.le;16;18;19;29;39";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;2;17;23;0;12;"3;5;11;12;0;10;14;24;29;44;14.le;16;18;19;30;35;39";"10;18;19;39;3;12;16;0;29;44;11;35;30;14;24;14.le;5";73;0,4632;"3;5;11;12;0;14;44;24;14.le;10;30;16;19;29;35;39;18";16;0,8824;"3;5;11;12;0;10;14;24;30;35;44;14.le;16;18;19;29;39";17;0,8750;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c
